Flow Duration,Total Backward Packets,FIN Flag Count,PortScan_Predicted,Ground_Label
142561,59,0,0,0
142389,60,0,0,0
142403,58,0,0,0
142089,55,0,0,0
142098,58,0,0,0
128912,26,0,0,0
143215,61,0,0,0
185921,58,0,0,0
131198,50,0,0,0
187746,64,0,0,0
188450,59,0,0,0
300724,65,0,0,0
195652,60,0,0,0
143173,58,0,0,0
142748,57,0,0,0
142235,57,0,0,0
152597,51,0,0,0
142263,58,0,0,0
142478,57,0,0,0
125417,55,0,0,0
188411,59,0,0,0
141785,55,0,0,0
155181,106,0,0,0
200946,56,0,0,0
142298,55,0,0,0
196861,58,0,0,0
197144,56,0,0,0
142230,61,0,0,0
143922,59,0,0,0
142755,59,0,0,0
124970,50,0,0,0
142117,54,0,0,0
142224,54,0,0,0
143176,57,0,0,0
142472,65,0,0,0
185687,59,0,0,0
142746,56,0,0,0
185922,58,0,0,0
143435,58,0,0,0
186578,62,0,0,0
190175,60,0,0,0
142210,56,0,0,0
142963,61,0,0,0
142878,61,0,0,0
190109,54,0,0,0
143397,59,0,0,0
250001,27,0,0,0
188539,59,0,0,0
142469,59,0,0,0
23598,30,1,1,0
142921,58,0,0,0
142553,55,0,0,0
142823,53,0,0,0
143432,61,0,0,0
153205,116,0,0,0
118987,27,0,0,0
143445,59,0,0,0
24781,29,1,1,0
142625,55,0,0,0
144147,58,0,0,0
312417,31,0,0,0
197560,56,0,0,0
207397,55,0,0,0
144045,58,0,0,0
201971,57,0,0,0
188080,56,0,0,0
142377,62,0,0,0
196656,58,0,0,0
141942,56,0,0,0
142878,61,0,0,0
125846,53,0,0,0
119881,26,0,0,0
23547,28,1,1,0
142554,57,0,0,0
142702,53,0,0,0
142790,57,0,0,0
142342,50,0,0,0
142780,57,0,0,0
142852,56,0,0,0
142799,59,0,0,0
142500,59,0,0,0
459291,60,0,0,0
196158,54,0,0,0
143476,57,0,0,0
118873,28,0,0,0
23773,31,1,1,0
142438,57,0,0,0
152273,103,0,0,0
142918,58,0,0,0
142342,56,0,0,0
196159,61,0,0,0
188391,61,0,0,0
141887,58,0,0,0
142743,58,0,0,0
143077,58,0,0,0
145825,52,0,0,0
142301,55,0,0,0
143379,60,0,0,0
394746,56,0,0,0
62079,3,0,0,0
122255,30,0,0,0
142443,55,0,0,0
23501,27,1,1,0
143365,61,0,0,0
142825,57,0,0,0
119793,31,0,0,0
142885,57,0,0,0
23422,33,1,1,0
142724,62,0,0,0
143161,53,0,0,0
196340,60,0,0,0
118573,26,0,0,0
189314,59,0,0,0
142909,52,0,0,0
144762,56,0,0,0
142378,56,0,0,0
24067,28,1,1,0
119537,28,0,0,0
142424,58,0,0,0
142848,60,0,0,0
23488,27,1,1,0
131864,49,0,0,0
142592,56,0,0,0
143358,59,0,0,0
142675,63,0,0,0
142797,58,0,0,0
142740,58,0,0,0
142247,56,0,0,0
195966,57,0,0,0
186390,61,0,0,0
143354,59,0,0,0
142817,49,0,0,0
142734,61,0,0,0
127932,50,0,0,0
187229,58,0,0,0
142653,61,0,0,0
38668,1,0,0,0
143726,58,0,0,0
122712,52,0,0,0
234766,57,0,0,0
142541,68,0,0,0
146679,53,0,0,0
143835,52,0,0,0
119714,26,0,0,0
142820,53,0,0,0
189539,64,0,0,0
142826,58,0,0,0
23822,28,1,1,0
187835,56,0,0,0
142291,60,0,0,0
143701,62,0,0,0
196404,57,0,0,0
142241,54,0,0,0
224404,58,0,0,0
143577,55,0,0,0
267407,105,0,0,0
149954,55,0,0,0
190688,60,0,0,0
118946,25,0,0,0
23623,32,1,1,0
148237,60,0,0,0
142601,57,0,0,0
190581,59,0,0,0
144000,56,0,0,0
142239,54,0,0,0
143462,63,0,0,0
186148,55,0,0,0
142726,60,0,0,0
141542,54,0,0,0
109618,23,0,0,0
188543,66,0,0,0
141771,55,0,0,0
216108,58,0,0,0
198167,52,0,0,0
129383,50,0,0,0
123065,51,0,0,0
141527,53,0,0,0
142160,58,0,0,0
197510,57,0,0,0
143658,63,0,0,0
197458,58,0,0,0
187013,62,0,0,0
142868,53,0,0,0
153015,27,0,0,0
82618,12,0,0,0
143452,65,0,0,0
24058,30,1,1,0
198395,56,0,0,0
118945,25,0,0,0
142273,54,0,0,0
142936,57,0,0,0
142803,59,0,0,0
187656,57,0,0,0
143460,54,0,0,0
23445,29,1,1,0
118468,27,0,0,0
142724,56,0,0,0
142270,52,0,0,0
122968,58,0,0,0
142478,64,0,0,0
143531,56,0,0,0
142245,56,0,0,0
118879,27,0,0,0
118011,26,0,0,0
143745,59,0,0,0
23739,28,1,1,0
23395,28,1,1,0
142170,54,0,0,0
143016,55,0,0,0
35739,1,0,0,0
313728,54,0,0,0
118733,30,0,0,0
23638,30,1,1,0
143395,51,0,0,0
188834,56,0,0,0
143901,58,0,0,0
142310,54,0,0,0
142471,63,0,0,0
143392,65,0,0,0
142776,53,0,0,0
189269,56,0,0,0
142761,57,0,0,0
142255,59,0,0,0
188499,59,0,0,0
118899,29,0,0,0
186555,57,0,0,0
196173,57,0,0,0
143040,58,0,0,0
126748,52,0,0,0
142635,55,0,0,0
142665,59,0,0,0
143050,66,0,0,0
142709,57,0,0,0
144905,59,0,0,0
143357,65,0,0,0
142858,61,0,0,0
196534,57,0,0,0
142928,57,0,0,0
123402,50,0,0,0
142731,55,0,0,0
127510,29,0,0,0
142497,59,0,0,0
186963,60,0,0,0
197861,54,0,0,0
142760,58,0,0,0
23498,29,1,1,0
142790,59,0,0,0
194123,55,0,0,0
142819,56,0,0,0
186407,59,0,0,0
143033,66,0,0,0
195544,66,0,0,0
142215,53,0,0,0
142395,53,0,0,0
142742,56,0,0,0
122673,49,0,0,0
187038,60,0,0,0
142470,60,0,0,0
161,0,0,0,0
2198477,23,0,0,0
49,0,0,0,0
50486,1,0,0,0
51273,1,0,0,0
50722,1,0,0,0
50641,1,0,0,0
51022,1,0,0,0
51245,1,0,0,0
50534,1,0,0,0
50884,1,0,0,0
50408,1,0,0,0
83784,1,0,0,0
50905,1,0,0,0
46728,1,0,0,0
50833,1,0,0,0
50448,1,0,0,0
116606690,18,0,0,0
91190,1,0,0,0
84776,1,0,0,0
3,0,0,0,0
22,0,0,0,0
313,2,0,0,0
253,2,0,0,0
188,2,0,1,0
246,2,0,0,0
260,2,0,0,0
275,2,0,0,0
25399,2,0,0,0
25871,2,0,0,0
186,2,0,1,0
189,2,0,1,0
61438,2,0,0,0
61664,2,0,0,0
290,2,0,0,0
229,2,0,0,0
266,2,0,0,0
257,2,0,0,0
259,2,0,0,0
199,2,0,1,0
255,2,0,0,0
264,2,0,0,0
198,2,0,1,0
399,2,0,0,0
24629,2,0,0,0
320,2,0,0,0
262,2,0,0,0
60398,2,0,0,0
250,2,0,0,0
309,2,0,0,0
271,2,0,0,0
324,2,0,0,0
322,2,0,0,0
468,2,0,0,0
332,2,0,0,0
335,2,0,0,0
242,2,0,0,0
301,2,0,0,0
3520858,1,0,0,0
4,0,1,1,0
4024829,2,0,0,0
5006404,3,0,0,0
4942446,2,0,0,0
5080229,3,0,0,0
4910442,2,0,0,0
4920527,2,0,0,0
4984505,3,0,0,0
4984564,3,0,0,0
49920,1,0,0,0
49,0,0,0,0
161,0,0,0,0
109,0,0,0,0
242,0,0,0,0
50075,1,0,0,0
49961,1,0,0,0
50133,1,0,0,0
1804148,24,0,0,0
48,0,0,0,0
63874054,2,0,0,0
4522563,1,0,0,0
1064,1,1,1,0
4522242,1,0,0,0
4521670,1,0,0,0
306,1,1,1,0
872,1,1,1,0
94224,1,0,0,0
37212,1,0,0,0
116038005,15,0,0,0
116228748,23,0,0,0
115799649,21,0,0,0
207,2,0,0,0
319,2,0,0,0
50937,2,0,0,0
254,2,0,0,0
50659,2,0,0,0
285,2,0,0,0
255,2,0,0,0
253,2,0,0,0
101128,2,0,0,0
51047,2,0,0,0
271374,1,0,0,0
269365,1,0,0,0
263653,1,0,0,0
269882,1,0,0,0
63021198,2,0,0,0
113789,2,0,0,0
115791754,13,0,0,0
115812212,13,0,0,0
29841695,11,0,0,0
23537,1,0,0,0
24759,1,0,0,0
60609,1,0,0,0
23405,1,0,0,0
120792,1,0,0,0
59914,1,0,0,0
76881,1,0,0,0
71933,1,0,0,0
77608,1,0,0,0
82493,1,0,0,0
225547,1,0,0,0
63195130,2,0,0,0
60069,1,0,0,0
23604,1,0,0,0
23441,1,0,0,0
48481,1,0,0,0
71392,1,0,0,0
63041,1,0,0,0
136471,1,0,0,0
458,1,0,0,0
47962,1,0,0,0
23143,1,0,0,0
23424,1,0,0,0
49477,1,0,0,0
123543,1,0,0,0
48750,1,0,0,0
122269,1,0,0,0
98492066,3,0,0,0
23285,1,0,0,0
23032,1,0,0,0
49777,1,0,0,0
110695,1,0,0,0
47993,1,0,0,0
83410,1,0,0,0
23520,1,0,0,0
23306,1,0,0,0
23689,1,0,0,0
6839562,2,0,0,0
23457,1,0,0,0
25931,1,0,0,0
60440,1,0,0,0
46421,1,0,0,0
46385,1,0,0,0
60198,1,0,0,0
92446,1,0,0,0
23922,1,0,0,0
23345,1,0,0,0
23762,1,0,0,0
60370,1,0,0,0
16877560,2,0,0,0
30793,1,0,0,0
50907205,3,0,0,0
76320,1,0,0,0
60992,1,0,0,0
48338,1,0,0,0
5254984,2,0,0,0
23563,1,0,0,0
48951,1,0,0,0
139895,1,0,0,0
50361,1,0,0,0
95459,1,0,0,0
28722,1,0,0,0
23215,1,0,0,0
23414,1,0,0,0
31040,1,0,0,0
23422,1,0,0,0
54912722,2,0,0,0
2791073,2,0,0,0
23420,1,0,0,0
70539703,2,0,0,0
23406,1,0,0,0
70367096,2,0,0,0
23529,1,0,0,0
86782656,2,0,0,0
23646,1,0,0,0
23845,1,0,0,0
64313,1,0,0,0
168963,1,0,0,0
23634,1,0,0,0
81910,1,0,0,0
47543,1,0,0,0
47785,1,0,0,0
128956,1,0,0,0
48326,1,0,0,0
62867219,2,0,0,0
566,1,0,0,0
23461,1,0,0,0
279986,1,0,0,0
62233,1,0,0,0
60122,1,0,0,0
61215,1,0,0,0
58147679,2,0,0,0
153357,1,0,0,0
168759,1,0,0,0
9740076,2,0,0,0
153871,1,0,0,0
46556,1,0,0,0
60516,1,0,0,0
76755,1,0,0,0
48835,1,0,0,0
405,1,0,0,0
491,1,0,0,0
109665,1,0,0,0
25309,1,0,0,0
50906,1,0,0,0
163477,1,0,0,0
61496,1,0,0,0
47682,1,0,0,0
50483,1,0,0,0
59986,1,0,0,0
69489,1,0,0,0
60216,1,0,0,0
48175,1,0,0,0
48180,1,0,0,0
61544,1,0,0,0
58876,1,0,0,0
60270,1,0,0,0
60287,1,0,0,0
93196139,2,0,0,0
23574,1,0,0,0
23589,1,0,0,0
23753,1,0,0,0
182832,1,0,0,0
23595,1,0,0,0
24134,1,0,0,0
23875,1,0,0,0
46720,1,0,0,0
23194,1,0,0,0
45669072,2,0,0,0
23853,1,0,0,0
75309,1,0,0,0
24108,1,0,0,0
59827,1,0,0,0
23981,1,0,0,0
679,1,0,0,0
23183,1,0,0,0
49577793,2,0,0,0
46296,1,0,0,0
59612,1,0,0,0
23502,1,0,0,0
49306,1,0,0,0
47466,1,0,0,0
23365,1,0,0,0
23184,1,0,0,0
47593,1,0,0,0
100696,1,0,0,0
23539,1,0,0,0
80761879,2,0,0,0
46633606,2,0,0,0
23484,1,0,0,0
88178949,2,0,0,0
69202,1,0,0,0
68994,1,0,0,0
58985,1,0,0,0
11214353,2,0,0,0
61221,1,0,0,0
59528,1,0,0,0
60981,1,0,0,0
45801809,2,0,0,0
161240,1,0,0,0
23626,1,0,0,0
46958,1,0,0,0
100328,1,0,0,0
386099,1,0,0,0
23346,1,0,0,0
23348,1,0,0,0
47946,1,0,0,0
85018123,3,0,0,0
23634,1,0,0,0
62151,1,0,0,0
50935855,2,0,0,0
49115742,2,0,0,0
46745,1,0,0,0
71242,1,0,0,0
51677,1,0,0,0
48246,1,0,0,0
48060,1,0,0,0
108469,1,0,0,0
59807,1,0,0,0
47846,1,0,0,0
34008655,2,0,0,0
99267,1,0,0,0
39665660,2,0,0,0
82643,1,0,0,0
48207,1,0,0,0
23536,1,0,0,0
75249,1,0,0,0
23540,1,0,0,0
60892,1,0,0,0
60642,1,0,0,0
70921565,3,0,0,0
148394,1,0,0,0
46639,1,0,0,0
50437,1,0,0,0
23365,1,0,0,0
77690849,2,0,0,0
47291,1,0,0,0
101441,1,0,0,0
50905,1,0,0,0
11897,1,0,0,0
253686,1,0,0,0
493,1,0,0,0
61130,1,0,0,0
68909951,2,0,0,0
88736,1,0,0,0
60813,1,0,0,0
23307,1,0,0,0
48440,1,0,0,0
48010,1,0,0,0
50248,1,0,0,0
50437,1,0,0,0
23686,1,0,0,0
100601,1,0,0,0
50575,1,0,0,0
59933,1,0,0,0
23970,1,0,0,0
83257,1,0,0,0
46308,1,0,0,0
559,1,0,0,0
528,1,0,0,0
4070556,2,0,0,0
117825607,5,0,0,0
6053842,1,0,0,0
6053454,1,0,0,0
46408210,9,0,0,0
67509592,20,0,0,0
117,0,0,0,0
5625627,2,0,0,0
18087031,10,0,0,0
161,0,0,0,0
20130499,14,0,0,0
186,0,0,0,0
4070940,2,0,0,0
4948715,1,0,0,0
117909281,12,0,0,0
109869486,3,0,0,0
117167285,17,0,0,0
117309076,40,0,0,0
115668434,18,0,0,0
117297975,20,0,0,0
6236045,6,0,0,0
4722112,1935,0,0,0
66591027,19,0,0,0
66999539,94,0,0,0
2303909,7,0,0,0
2303889,8,0,0,0
2304023,6,0,0,0
115121789,58,0,0,0
116519066,19,0,0,0
118879914,25,0,0,0
117750069,22,0,0,0
117647974,21,0,0,0
115587117,17,0,0,0
117138689,18,0,0,0
5939232,4,0,0,0
119952278,12,0,0,0
65730249,14,0,0,0
67518313,17,0,0,0
1321517,7,0,0,0
6531677,5,0,0,0
587955,0,0,0,0
5945232,5,0,0,0
5899296,8,0,0,0
117996713,12,0,0,0
434298,8,0,0,0
118643745,19,0,0,0
119658268,19,0,0,0
119885930,19,0,0,0
5702196,5,0,0,0
6099122,7,0,0,0
117449279,178,0,0,0
1843066,7,0,0,0
4403356,7,0,0,0
923198,4,0,0,0
115252521,17,0,0,0
65421743,25,0,0,0
2000157,6,0,0,0
3186365,8,0,0,0
119377591,12,0,0,0
20660847,9,0,0,0
158,0,0,0,0
101523,0,0,0,0
5625902,2,0,0,0
117674139,12,0,0,0
307845,9,0,0,0
343723,13,0,0,0
117364502,16,0,0,0
119529286,12,0,0,0
114168519,60,0,0,0
13742485,10,0,0,0
144,0,0,0,0
34553867,11,0,0,0
117,0,0,0,0
47374,4,0,0,0
32594,0,0,0,0
619704,4,0,0,0
865239,0,0,0,0
3373903,3,0,0,0
306836,4,0,0,0
263099,4,0,0,0
454056,0,0,0,0
468718,0,0,0,0
327374,0,0,0,0
752039,4,0,0,0
1415449,0,0,0,0
282078,4,0,0,0
112543,0,0,0,0
358901,4,0,0,0
126941,0,0,0,0
240540,4,0,0,0
327216,0,0,0,0
2214462,13,0,0,0
206408,0,0,0,0
1578813,7,0,0,0
123,0,0,0,0
116872014,18,0,0,0
2999951,8,0,0,0
1154468,0,0,0,0
991465,7,0,0,0
506755,0,0,0,0
715532,7,0,0,0
1082446,0,0,0,0
118069042,18,0,0,0
68173668,17,0,0,0
302882,1,0,0,0
32292318,12,0,0,0
248,0,0,0,0
6504592,8,0,0,0
6504461,8,0,0,0
6505375,7,0,0,0
117262713,20,0,0,0
110806680,36,0,0,0
110807246,24,0,0,0
116862964,29,0,0,0
119073459,35,0,0,0
117629689,23,0,0,0
117331277,29,0,0,0
116910699,21,0,0,0
116910348,21,0,0,0
116106548,21,0,0,0
61017,2,0,0,0
214,2,0,0,0
23896,2,0,0,0
93260,4,0,0,0
170,2,0,1,0
121266,2,0,0,0
46741,2,0,0,0
173,2,0,1,0
66411,4,0,0,0
171,2,0,1,0
224,2,0,0,0
77270,2,0,0,0
176,2,0,1,0
180,2,0,1,0
225951,2,0,0,0
72357,2,0,0,0
199,2,0,1,0
82814,2,0,0,0
78141,2,0,0,0
204,2,0,0,0
173,2,0,1,0
173,2,0,1,0
60451,2,0,0,0
24304,4,0,0,0
55936,4,0,0,0
23839,2,0,0,0
249,2,0,0,0
49135,2,0,0,0
212,2,0,0,0
824,2,0,0,0
23380,2,0,0,0
23530,2,0,0,0
48452,2,0,0,0
137005,2,0,0,0
63472,2,0,0,0
204,2,0,0,0
315,2,0,0,0
321,2,0,0,0
172,2,0,1,0
158,2,0,1,0
170,2,0,1,0
154,2,0,1,0
157,2,0,1,0
83892,2,0,0,0
159,2,0,1,0
71918,2,0,0,0
242,2,0,0,0
157,2,0,1,0
49834,2,0,0,0
61843,4,0,0,0
114237,2,0,0,0
23930,2,0,0,0
124128,2,0,0,0
122752,2,0,0,0
176,2,0,1,0
50255,2,0,0,0
163,2,0,1,0
173,2,0,1,0
214,2,0,0,0
60555,4,0,0,0
166,2,0,1,0
236,2,0,0,0
155,2,0,1,0
111152,2,0,0,0
151,2,0,1,0
24671,4,0,0,0
48737,2,0,0,0
181,2,0,1,0
189,2,0,1,0
164,2,0,1,0
217,2,0,0,0
216,2,0,0,0
23768,2,0,0,0
96309,4,0,0,0
148,2,0,1,0
23833,2,0,0,0
199,2,0,1,0
53723,2,0,0,0
46794,2,0,0,0
231,2,0,0,0
24564,2,0,0,0
24080,2,0,0,0
48336,2,0,0,0
227,2,0,0,0
160,2,0,1,0
24832,4,0,0,0
95623,2,0,0,0
140392,2,0,0,0
23910,2,0,0,0
95912,2,0,0,0
198,2,0,1,0
206,2,0,0,0
92919,2,0,0,0
245,2,0,0,0
206,2,0,0,0
158,2,0,1,0
23752,2,0,0,0
61423,2,0,0,0
189,2,0,1,0
278,2,0,0,0
67118,2,0,0,0
48242,4,0,0,0
24204,2,0,0,0
224,2,0,0,0
31470,2,0,0,0
23832,2,0,0,0
76685,2,0,0,0
46475,4,0,0,0
70478,2,0,0,0
23830,2,0,0,0
343,2,0,0,0
96724,4,0,0,0
23791,2,0,0,0
181,2,0,1,0
185,2,0,1,0
298,2,0,0,0
61497,2,0,0,0
60797,2,0,0,0
198,2,0,1,0
24352,2,0,0,0
180,2,0,1,0
25076,4,0,0,0
155,2,0,1,0
44984,4,0,0,0
50736,2,0,0,0
23585,2,0,0,0
175,2,0,1,0
210,2,0,0,0
23880,2,0,0,0
49490,2,0,0,0
25200,4,0,0,0
178,2,0,1,0
282,2,0,0,0
26301,2,0,0,0
71279,2,0,0,0
23794,2,0,0,0
23729,2,0,0,0
24057,2,0,0,0
23939,2,0,0,0
23899,2,0,0,0
199,2,0,1,0
60609,2,0,0,0
48421,2,0,0,0
204,2,0,0,0
7143447,4,0,0,0
23945,2,0,0,0
196,2,0,1,0
64780,2,0,0,0
165,2,0,1,0
25271,4,0,0,0
233,2,0,0,0
169,2,0,1,0
197,2,0,1,0
166,2,0,1,0
24054,2,0,0,0
169336,2,0,0,0
24651,4,0,0,0
25274,4,0,0,0
48208,2,0,0,0
68397,4,0,0,0
170,2,0,1,0
178,2,0,1,0
24027,2,0,0,0
24233,2,0,0,0
47947,2,0,0,0
129508,2,0,0,0
176,2,0,1,0
27976,4,0,0,0
82417,2,0,0,0
239,2,0,0,0
129976,2,0,0,0
186,2,0,1,0
181570,2,0,0,0
1052,2,0,0,0
23957,2,0,0,0
393,2,0,0,0
48389,2,0,0,0
266,2,0,0,0
169148,2,0,0,0
20070326,4,0,0,0
60949,2,0,0,0
77126,2,0,0,0
213,2,0,0,0
252,2,0,0,0
153909,2,0,0,0
61604,2,0,0,0
280468,2,0,0,0
24959,4,0,0,0
47015,2,0,0,0
262,2,0,0,0
77141,2,0,0,0
53112,4,0,0,0
163010,2,0,0,0
227,2,0,0,0
246,2,0,0,0
154362,2,0,0,0
195,2,0,1,0
60520,2,0,0,0
86705,2,0,0,0
65911,4,0,0,0
171,2,0,1,0
174,2,0,1,0
200,2,0,1,0
161989,2,0,0,0
188,2,0,1,0
51337,2,0,0,0
167,2,0,1,0
100367,2,0,0,0
1102,2,0,0,0
49235,2,0,0,0
177,2,0,1,0
110185,2,0,0,0
186,2,0,1,0
832,2,0,0,0
48605,2,0,0,0
70075,2,0,0,0
48587,2,0,0,0
51018,2,0,0,0
174,2,0,1,0
109187,2,0,0,0
24439,4,0,0,0
341,2,0,0,0
61912,2,0,0,0
60590,2,0,0,0
349,2,0,0,0
170,2,0,1,0
60369,2,0,0,0
48034,2,0,0,0
178,2,0,1,0
163861,2,0,0,0
291,2,0,0,0
61938,2,0,0,0
24195,2,0,0,0
59277,2,0,0,0
198,2,0,1,0
141147,2,0,0,0
23976,2,0,0,0
60669,2,0,0,0
227378,2,0,0,0
179,2,0,1,0
179,2,0,1,0
60228,2,0,0,0
183,2,0,1,0
217,2,0,0,0
164,2,0,1,0
60043,2,0,0,0
309,2,0,0,0
23981,2,0,0,0
5795621,4,0,0,0
177,2,0,1,0
182,2,0,1,0
6425550,6,0,0,0
160,2,0,1,0
47333,2,0,0,0
61493,2,0,0,0
23708,2,0,0,0
219706,2,0,0,0
205,2,0,0,0
216,2,0,0,0
51264,2,0,0,0
25264,4,0,0,0
214,2,0,0,0
220,2,0,0,0
46838,2,0,0,0
85702,2,0,0,0
199,2,0,1,0
207,2,0,0,0
23777,2,0,0,0
171,2,0,1,0
352,2,0,0,0
183278,2,0,0,0
167,2,0,1,0
24376,2,0,0,0
193,2,0,1,0
255,2,0,0,0
23593,2,0,0,0
190,2,0,1,0
24814,4,0,0,0
38654,4,0,0,0
24545,2,0,0,0
238,2,0,0,0
51511,2,0,0,0
25202,4,0,0,0
24611,4,0,0,0
169,2,0,1,0
75706,2,0,0,0
185,2,0,1,0
1060,2,0,0,0
28979,4,0,0,0
196,2,0,1,0
49924,2,0,0,0
183,2,0,1,0
208,2,0,0,0
184,2,0,1,0
248,2,0,0,0
185,2,0,1,0
46770,2,0,0,0
190,2,0,1,0
152,2,0,1,0
47829,2,0,0,0
23968,2,0,0,0
23881,2,0,0,0
196,2,0,1,0
101294,2,0,0,0
173,2,0,1,0
23761,2,0,0,0
23567,2,0,0,0
47988,2,0,0,0
59808,2,0,0,0
165,2,0,1,0
69668,2,0,0,0
23796,2,0,0,0
166,2,0,1,0
69424,2,0,0,0
390,2,0,0,0
218,2,0,0,0
59909,2,0,0,0
115804,4,0,0,0
206,2,0,0,0
233,2,0,0,0
208,2,0,0,0
152,2,0,1,0
24052,2,0,0,0
238,2,0,0,0
61344,2,0,0,0
59362,2,0,0,0
198,2,0,1,0
160,2,0,1,0
215,2,0,0,0
167,2,0,1,0
161683,2,0,0,0
69622,2,0,0,0
23777,2,0,0,0
170,2,0,1,0
189,2,0,1,0
25088,4,0,0,0
386497,2,0,0,0
196330,2,0,0,0
224,2,0,0,0
100794,2,0,0,0
165,2,0,1,0
61663,4,0,0,0
188,2,0,1,0
47347,2,0,0,0
48660,2,0,0,0
179,2,0,1,0
28914,4,0,0,0
209,2,0,0,0
24068,2,0,0,0
7344403,4,0,0,0
26127,4,0,0,0
774414,2,0,0,0
25599,4,0,0,0
48371,2,0,0,0
24153,2,0,0,0
190,2,0,1,0
64147,4,0,0,0
25910,4,0,0,0
181,2,0,1,0
1678,2,0,0,0
49609,4,0,0,0
71790,2,0,0,0
273,2,0,0,0
168,2,0,1,0
52163,2,0,0,0
291,2,0,0,0
47376,2,0,0,0
196,2,0,1,0
184,2,0,1,0
182,2,0,1,0
69883,4,0,0,0
170,2,0,1,0
191,2,0,1,0
60190,2,0,0,0
83077,2,0,0,0
163,2,0,1,0
262,2,0,0,0
174,2,0,1,0
61016,2,0,0,0
46983,2,0,0,0
48408,2,0,0,0
48639,2,0,0,0
108874,2,0,0,0
54481,4,0,0,0
28374,4,0,0,0
235,2,0,0,0
109690,2,0,0,0
99773,2,0,0,0
96811,2,0,0,0
243,2,0,0,0
157,2,0,1,0
172,2,0,1,0
179,2,0,1,0
26670,4,0,0,0
289,2,0,0,0
217,2,0,0,0
156,2,0,1,0
197,2,0,1,0
195,2,0,1,0
24802,4,0,0,0
153,2,0,1,0
24644,4,0,0,0
48637,2,0,0,0
220,2,0,0,0
23936,2,0,0,0
177,2,0,1,0
61312,2,0,0,0
23946,2,0,0,0
161,2,0,1,0
74136,2,0,0,0
195,2,0,1,0
248,2,0,0,0
177,2,0,1,0
10170810,4,0,0,0
203,2,0,0,0
75749,2,0,0,0
61054,2,0,0,0
148936,2,0,0,0
47811,2,0,0,0
76826,2,0,0,0
237,2,0,0,0
180,2,0,1,0
47081,2,0,0,0
50845,2,0,0,0
23804,2,0,0,0
193,2,0,1,0
196,2,0,1,0
161,2,0,1,0
244139,2,0,0,0
48750,2,0,0,0
202,2,0,0,0
48831,2,0,0,0
208,2,0,0,0
161,2,0,1,0
161,2,0,1,0
198,2,0,1,0
172159,2,0,0,0
61515,2,0,0,0
48505,2,0,0,0
61406,2,0,0,0
12331,2,0,0,0
173,2,0,1,0
262,2,0,0,0
158,2,0,1,0
89112,2,0,0,0
968,2,0,0,0
186,2,0,1,0
23805,2,0,0,0
